"","text","text_id","draft_num","sentiment","word_count","chapter","ADJ","ADP","ADV","AUX","CCONJ","DET","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","INTJ","X","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8"
"1","PART 1 Quinn buried her head in her hands and looked at the clock that stood watch over the room. She’d heard complaints from classmates and online reviewers that time moved backwards in Professor McHugh’s classes, but she hadn’t known just how literal they were meant to be taken. Against the laws of physics and the rule of common sense, there were still twenty-five minutes left of class.  To her credit, Quinn had tried her hardest to listen all semester. She slipped in and out of her haze just enough to catch scattered phrases like ""implicit differentiation"", ""parametric coordinate system"", and ""MacLaurin series"", which so far had kept her from failing the course. Today, however, the tug of last night’s restlessness combined with the temperate beauty that was this Friday afternoon were too strong for Quinn. She knew allowing her mind to wander would only make the class go by more slowly, but she was beyond helping herself.  She looked at the students around her. From the back row, it was easy to see who was asleep, who was listening, and who was waging the war of attention in their mind. ",1,0,3,196,1,0.0561224489795918,0.11734693877551,0.0612244897959184,0.0612244897959184,0.0408163265306122,0.0663265306122449,0.209183673469388,0.0153061224489796,0.0408163265306122,0.13265306122449,0.0306122448979592,0.137755102040816,0.0102040816326531,0.00510204081632653,0.158163265306122,0,0,0.000508569596895222,0.000508569596890204,0.000508569596891043,0.996440012821749,0.000508569596892474,0.000508569596893638,0.000508569596893207,0.000508569596895596
"2","It was a record-setting day for the zone-out crowd, thought Quinn. Most students fidgeted, or stared off into the distance, or drew absentmindedly in their notebooks. Professor McHugh, sixty-five or so, author of over one hundred papers, internationally renowned for his research, dutifully continued his droning to the mindless husks that were his students.  Quinn thought back to her elementary school days, when she and her old friends would pass notes around during particularly boring classes. Wouldn’t that be a great way to kill time now? She scanned the room, and wondered what she would write, if she could be that young again.  She studied the back of the other students’ heads. It amazed her how little she knew about the rest of them. Quinn made the decision three years ago to commute to college despite the fact that almost every one of her classmates was residential. She hadn’t wanted to be too far from her family– or, what was left of it– even if it meant she would forgo the college experience she had heard so much about from her insufferable high school guidance counselor.  She could put a few names to faces in that room, but not many. Soon enough, she wondered not about what she would write on the hypothetical note, but who she would pass it to. ",2,0,-3,226,1,0.0619469026548673,0.0973451327433628,0.106194690265487,0.0752212389380531,0.0353982300884956,0.0707964601769911,0.176991150442478,0.0265486725663717,0.0265486725663717,0.154867256637168,0.0265486725663717,0.141592920353982,0.0176991150442478,0,0.123893805309735,0,0,0.000537505752565289,0.000537505752559007,0.000537505752560548,0.000537505752561627,0.000537505752556326,0.000537505752565128,0.996237459732077,0.0005375057525554
"3","Of course, there was always the boy with the ripped jeans to her left. Throughout the course of the semester she had caught him glancing in her direction a few times, but they hadn’t spoken. For a brief moment, she thought about how best to mess with his mind. What would he do if she slipped him the note and it was blank? What if it was a picture of McHugh? Or a fake address? Rolling her eyes at herself, she dismissed the idea and resumed her daydreaming.  Mercifully, time forged a deal with reality and agreed to move forward.  Quinn felt as though she’d just awoken from a long nap when she stood up to grab her bookbag. She would have loved to enjoy the autumn sun on the quad and read, or saunter through the campus garden and take the long way home, as she often did. But she could not afford to do any of that today. As Quinn followed the boy with the ripped jeans out of the math building, she felt the fresh air tease what the rest of the day would bring. Outwardly, her younger sister Maeve was modest, shy, even shyer than Quinn had been at her age. Somehow, their father had convinced Maeve to perform at her high school’s fall talent show, in spite of the fact that she was just a freshman. Quinn had always been impressed by Maeve’s natural propensity to be good at things– school, music, understanding people. Whenever her sister gathered the courage to show off, Quinn wanted to be there to see it. She crossed the parking lot and entered her car. Three warning lights on the dashboard greeted her. Every time she started her Impala, she swore she’d quit her job at the mini-golf course and find something else, anything else, that paid better. She wanted nothing more than to push the old piece of crap into a deep river. That, or to clean it out, and pay thousands of dollars for the repairs it so sorely needed. ",3,0,12,348,1,0.0660919540229885,0.100574712643678,0.0574712643678161,0.0545977011494253,0.0373563218390805,0.0948275862068965,0.198275862068966,0.0028735632183908,0.0431034482758621,0.146551724137931,0.028735632183908,0.123563218390805,0.0258620689655172,0,0.14367816091954,0,0,0.000314107804838205,0.000314107804835428,0.000314107804838354,0.000314107804835637,0.000314107804838111,0.000314107804838574,0.402422771071817,0.595692582099159
"4","The more she thought about it, the more the river option appealed to her.  The traffic was slow for a Friday afternoon. Quinn jammed a CD into her old car’s disc slot and rubbed her temples. The twenty-minute drive home became thirty by way of red lights and indecisive day-drivers. Her eyes began to glaze over, aggravation building under crusted daydream sowed by the somnambulant Professor McHugh.  But as Quinn at last turned onto the high school’s street, she saw a squirrel out of the corner of her eye, sitting exactly where her tires were about to make contact with the road.  Her heart leapt, and she swerved to the right. No telltale thump. While she had avoided disaster, she scolded herself. She would have been better off hoping the squirrel moved and avoiding the risk of flipping her car. ",4,0,-4,144,1,0.0625,0.111111111111111,0.0416666666666667,0.0416666666666667,0.0347222222222222,0.111111111111111,0.236111111111111,0.0138888888888889,0.0277777777777778,0.111111111111111,0.0347222222222222,0.125,0.0208333333333333,0,0.152777777777778,0,0,0.000648137214505666,0.000648137214494797,0.000648137214504602,0.000648137214501648,0.000648137214501204,0.0006481372144986,0.995463039498486,0.000648137214507703
"5","But before Quinn’s heart even had a chance to decelerate, she saw something else, this time out of her rearview mirror– an ambulance, sirens full boar, screaming down the main road. She pulled to the side and let it pass, her eyes trained on the blinking lights, red, white, yellow, as it sped ahead.  A thought raised the hairs on the back of her neck. God, please don’t go where it looks like you’re going. But it took the right turn she intended to take herself, skidded to a halt beside the main entrance, and coughed out a half dozen paramedics. Maeve’s high school was under siege by vest-wearing first responders with frazzled hair and wide eyes.  Quinn, stopped a few hundred feet from the scene, watched as drivers in front of her put on their hazard lights and hurried after the ambulance on foot. Some were younger than her, but many must have been at least her grandparents’ age. They all ran, to the best of their ability. The spectacle took the feeling from Quinn’s hands. She followed the others. The day was a handful of degrees too warm for running. A thin film of sweat formed just below her hair as she cut across pavement and pushed past others. The air itself, usually put in motion by the neverending flow of traffic, stagnant now, was reluctant to enter her lungs.",5,0,9,238,1,0.0840336134453782,0.134453781512605,0.0378151260504202,0.0378151260504202,0.0336134453781513,0.113445378151261,0.243697478991597,0.00420168067226891,0.0336134453781513,0.100840336134454,0.0210084033613445,0.147058823529412,0.0168067226890756,0,0.138655462184874,0.00420168067226891,0,0.000418459895732175,0.000418459895731242,0.672519435083775,0.00041845989573414,0.000418459895732011,0.000418459895728607,0.000418459895737286,0.32496980554183
"6","She had just reached the school’s large, grassy front lawn when swaths of teenagers began to flood out of the main entrance. Some were frantically in discussion with one another, some joked around, but most were quiet. Parents who had parked their cars on the shoulder of the road gathered in front of Quinn and muttered anxiously, scanning the tops of the adolescents’ heads. A few teachers led the students out, shouting instructions and taking counts.  Police sirens were not far behind. Three fortified cars pushed through the chaos and stopped next to the ambulance. Rows of officers, wearing helmets and bulletproof vests, strode into the school with weapons trained forward. Quinn, arching and angling her body to watch, found herself in battle against a wave of vertigo. The arrival of the police officers had caused a shift in the students’ demeanor. Many, beginning to sense the gravity of the situation, shouted and ran in every direction. Quinn searched for any hope that something harmless had happened. Maybe someone pulled a prank. Maybe a talent show warmup had gone wrong, and everyone was going to be fine. But there was a tangible gravity emanating from the school, a sickening pulse that needed to be escaped from. Everyone looked for someone else. Children called for parents, lovers called for boyfriends and girlfriends, believers cried for God.  Students continued to spill out of the building. Fillmore High wasn’t large– Quinn had graduated from there a few years ago with a class of around 150– but that day, thousands and millions ran across that grassy lot.",6,0,0,265,1,0.0716981132075472,0.135849056603774,0.060377358490566,0.0490566037735849,0.0452830188679245,0.124528301886792,0.245283018867925,0.0113207547169811,0.0377358490566038,0.0452830188679245,0.0264150943396226,0.135849056603774,0.00377358490566038,0,0.150943396226415,0,0,0.000319418061635547,0.000319418061632839,0.000319418061635143,0.000319418061632836,0.000319418061633363,0.000319418061632776,0.997764073568563,0.000319418061634082
"7","The early autumn sun bore down on Quinn. Around her, scores of loved ones reunited. Countless more waited for their chance to do so, stuck on the road behind cars that were no more than driverless shells. Fuck them, she needed to find Maeve. She pressed forward. She looked to the left. ""Maeve?"" A small child, in an embrace with his mother.  ""Maeve?"" An errant shoulder to the sternum. She coughed, and turned around.  To her right, two friends whispered in hushed tones. She nestled into a gap between two adults and attempted to address them. ",7,0,-3,96,1,0.0625,0.15625,0.0625,0.0104166666666667,0.0208333333333333,0.0833333333333333,0.197916666666667,0.0208333333333333,0.03125,0.125,0.0520833333333333,0.239583333333333,0,0,0.177083333333333,0,0,0.993094011983299,0.000986569716663136,0.000986569716668296,0.000986569716674124,0.000986569716663829,0.000986569716667301,0.000986569716684137,0.000986569716680352
"8","""Do you guys know Maeve Harper?"" she asked, her words a register above where they should have been.  They shook their heads. Their faces were blank. One of the boys, wearing a baggy t-shirt and standing five feet tall, spoke, his words aimed less at Quinn and more at the space around him. ""Miss Lacey said someone got shot."" Quinn’s heart dropped. ",8,0,-2,64,1,0.015625,0.078125,0.0625,0.078125,0.03125,0.0625,0.203125,0.03125,0.015625,0.15625,0.09375,0.25,0,0,0.15625,0,0,0.278009126263516,0.0015549099251808,0.129663630435579,0.231874812900818,0.00155490992517839,0.00155490992520227,0.354232790699299,0.00155490992522659
"9","The crowd was growing thicker. Officers shouted for order, herded students off the grass and away from the school, but it seemed to make no difference. Any soul misfortunate enough to lose their balance among the shoving and the movement would not have lasted long.  ""Maeve!""  She was yelling, jostling, eyes wide open, scanning the faces of the mourners. Why couldn’t she find her?  ""Maeve!"" ",9,0,0,66,1,0.0303030303030303,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0454545454545455,0.136363636363636,0.227272727272727,0,0.0606060606060606,0.0757575757575758,0.0303030303030303,0.242424242424242,0,0,0.166666666666667,0,0,0.00143667617838063,0.0014366761783384,0.0014366761783908,0.00143667617834752,0.0014366761783749,0.00143667617834738,0.725600195946516,0.265779746983304
"10","She had fought all the way through to the school’s entrance, and still she couldn’t find her sister.  She climbed up onto a balcony next to a middle-aged man who was shouting on his cell phone. It should be so easy to find her from here, she thought, scanning the tops of heads through brimming tears. And though she tried to push the idea out of her mind, she was right. No one in the history of Fillmore High had redder hair than the Harper sisters.  Quinn climbed down from the balcony. Behind her, the school was empty, save for the officers and paramedics. Should she try the ambulance? No, she thought. She has to be on the field, somewhere.  But just as Quinn prepared to wedge herself back into the crowd, she saw motion in her peripheral vision. A group of five or six students and a teacher exited the high school through a side entrance. Last in that group was Maeve. ",10,0,2,166,1,0.0542168674698795,0.13855421686747,0.0542168674698795,0.0602409638554217,0.036144578313253,0.126506024096386,0.204819277108434,0.0120481927710843,0.036144578313253,0.114457831325301,0.036144578313253,0.13855421686747,0.00602409638554217,0,0.114457831325301,0.00602409638554217,0,0.000782320715579957,0.00078232071557664,0.467239966797406,0.000782320715581764,0.000782320715580157,0.000782320715570345,0.528066108909121,0.000782320715583983
"11","Quinn sobbed and ran to her sister.  ""I’m going to get you home, okay? We need to go home.""  Quinn wrapped her arms around a ghost.  Maeve was stock still and completely mute. Quinn pulled out of the embrace and grabbed her hand. Maeve’s pupils were dilated, her face was pale. She dragged her feet as Quinn sped her around the congregation on the lawn to her hastily parked car. ",11,0,-1,72,1,0.0277777777777778,0.0972222222222222,0.0694444444444444,0.0555555555555556,0.0416666666666667,0.0555555555555556,0.166666666666667,0,0.0416666666666667,0.152777777777778,0.0833333333333333,0.166666666666667,0.0138888888888889,0,0.180555555555556,0.0138888888888889,0,0.00128958779032749,0.00128958779038445,0.00128958779030671,0.00128958779031486,0.845309921196053,0.00128958779030864,0.146952552061978,0.00128958779032618
"12","As she sat in the driver’s seat, she felt her phone buzz in her pocket. She had already missed four calls from her mother, and this was attempt five. With shaking hands and heaving breaths, she answered.  ""Mom?"" ""QUINN! Honey, where are you?"" She was hysterical. Quinn was still dizzy. She spoke as slowly as she could. ",12,0,-6,58,1,0.0344827586206897,0.0517241379310345,0.0862068965517241,0.103448275862069,0.0344827586206897,0.0172413793103448,0.172413793103448,0.0344827586206897,0.0172413793103448,0.206896551724138,0.0517241379310345,0.293103448275862,0.0517241379310345,0,0.137931034482759,0,0,0.987582786482468,0.00177388764535489,0.0017738876453553,0.00177388764535504,0.00177388764536421,0.0017738876453661,0.00177388764537073,0.00177388764536573
"13","""I’m here. I found Maeve. She’s in the car with me."" Crying, laughter. Quinn cast a glance at her sister and felt sick.  ""Can I talk to her?"" Quinn pursed her lips and asked Maeve a question that did not need asking.",13,0,-4,44,1,0.0227272727272727,0.0909090909090909,0.0227272727272727,0.0909090909090909,0.0454545454545455,0.0681818181818182,0.159090909090909,0,0.0227272727272727,0.204545454545455,0.0909090909090909,0.272727272727273,0,0,0.181818181818182,0,0,0.430973014887762,0.00231794808592162,0.00231794808592863,0.555119296596871,0.0023179480858531,0.00231794808591166,0.00231794808585522,0.0023179480858967
"14","""She doesn’t want to talk right now."" ""Ok, ok. Just bring her home."" ""To Dad’s?"" ""Yes. We’ll meet you there. I love you.""",14,0,5,26,1,0,0.0384615384615385,0.153846153846154,0.0769230769230769,0,0,0.115384615384615,0,0.0769230769230769,0.230769230769231,0,0.615384615384615,0,0,0.192307692307692,0.115384615384615,0,0.00455149513615241,0.968139534046817,0.00455149513622231,0.00455149513612607,0.00455149513621207,0.00455149513615478,0.00455149513622251,0.00455149513609258
"15","It was evident that they would not move for some time. Cars, stacked in tight rows, some occupied and some empty, lined the road two, three across. Quinn, completely unsure of what Maeve had seen, decided it would be best to let her sister say something when she was ready. The result was nearly an hour of silence. Quinn watched as wave after wave of emergency response vehicles arrived on scene, mainly for the purpose of thinning the crowd from the lawn. Gradually, they found success, and all that remained were a mismatched group of adults and children, who walked around the lot aimlessly, and asked the officers questions, and refused to leave. Quinn stole glances at her sister. Her eyes didn’t change; her face didn’t change. The vehicle ahead of them snaked through an opening. It was their turn to go. There would be five more minutes of emptiness. When they arrived home, they had to park behind both her mother’s and her father’s cars in the driveway. Although her mother had promised they would both be there, it was still jarring for Quinn to see their vehicles together. Her parents had divorced five years ago, an acrid affair, one that had limited them to speaking once a month, if that frequently. For a brief moment, Quinn was twelve years old again, flatly refusing to step out of Jenny’s minivan the morning after a sleepover.  She snapped out of it quickly, though. She had to leave the car, the crowd, the scene behind. She threw her door open and led her sister across granite steps toward their father’s house.  Even before they entered, Quinn heard something remarkably familiar, in spite of the passing of time. Her mother and her father were in a shouting match. ",15,0,-6,302,1,0.043046357615894,0.102649006622517,0.0695364238410596,0.0695364238410596,0.033112582781457,0.0860927152317881,0.21523178807947,0.0198675496688742,0.0463576158940397,0.132450331125828,0.0231788079470199,0.149006622516556,0.0231788079470199,0,0.135761589403974,0,0,0.997665402739742,0.000333513894319551,0.000333513894321734,0.000333513894321634,0.000333513894322741,0.000333513894324388,0.000333513894326134,0.000333513894322256
